name,perfume_url,brand,type,year,gender,family,image_url,concentration,facettes,date_creation,parfumeurs,description_title,description_text,notes_tete,notes_coeur,notes_fond
Le Classique Airlines Edition 2020,https://www.olfastory.com/parfum/le-classique-airlines-edition-2020,Jean-Paul Gaultier,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/le-classique-airlines-2020-eau-de-parfum-jean-paul-gaultier.jpg?itok=YCddUdT8,Eau de parfum,Fleurie,2020,Daphné Bugey,"Le Classique Eau de Parfum Airlines de Jean Paul Gaultier, vous embarques pour un vol imminent","Le Classique Eau de Parfum Airlines de Jean Paul Gaultier, vous embarques pour un vol imminentJean-Paul Gaultier est un créateur particulièrement inventif, qui n'hésite pas à explorer des territoires toujours inattendus et surprenants. Or, en matière de parfumerie, il ne boude pas non plus son excentricité !",Rhum;Rose,Orchidée;Narcisse,Santal;Fève tonka;Ambre;Vanille
Montblanc Signature,https://www.olfastory.com/parfum/montblanc-signature,Montblanc,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/signature-eau-de-parfum-mont-blanc.jpg?itok=dHvrIWpZ,Eau de parfum,Fleurie,2020,Guillaume Flavigny;Nathalie Gracia-Cetto,Signature : Le nouveau parfum féminin de Montblanc,"Signature : Le nouveau parfum féminin de MontblancLe milieu de la parfumerie est particulièrement vaste et les enseignes à s'inviter dans le monde des odeurs sont souvent issues d'horizons divers et variés. Cependant, la plupart du temps, elles nous viennent directement de la mode.",Clémentine,Ylang-Ylang;Magnolia;Pivoine,Vanille;Muscs blancs;Benjoin
Nina Rose,https://www.olfastory.com/parfum/nina-rose,Nina Ricci,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/nina-rose-eau-de-toilette-nina-ricci.jpg?itok=5U5So6wL,Eau de toilette,Fruitée,2020,Olivier Cresp,Nina Rose: Une nouvelle pomme fait son appariton chez Nina Ricci,"Nina Rose: Une nouvelle pomme fait son appariton chez Nina RicciC'est au beau milieu des années 40, comme pour redonner de la joie et du bonheur aux femmes après la guerre, que la maison Nina Ricci fit son apparition dans le monde de la parfumerie. Depuis lors, elle incarne la féminité, la poésie et le romantisme dans le monde entier.",Poire;Citron;Bergamote,Néroli;Jasmin;Fleur d'Oranger,Cèdre;Musc
Rem Coco,https://www.olfastory.com/parfum/rem-coco,Réminiscence,Eau de toilette,2020,Femme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/rem-coc-eau-de-toilette-reminiscence.jpg?itok=SrsBfK54,Eau de toilette,Marine,2020,Inconnu,"Comme une envie de vaccance avec le nouveau parfum de Réminiscence, Rem Coco","Comme une envie de vaccance avec le nouveau parfum de Réminiscence, Rem CocoLe sable chaud, le soleil, les paysages de cartes postales, l'odeur de l'iode… Tels sont les éléments qui ont toujours fasciné Nino Amaddeo et Zoé Coste, fondateurs de la marque Réminiscence. Véritables globe-trotters, ils ont fait de leurs voyages leur principale source d'inspiration. C'est ainsi qu'est né le parfum Rem, en 1996.",Noix de coco;Note marine,Notes fleuries;Notes solaires;Noix de coco,Vanille;Musc
Patchouli Ardent,https://www.olfastory.com/parfum/patchouli-ardent,Guerlain,Eau de parfum,2020,Femme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/patchouli-ardent-eau-de-parfum-guerlain.jpg?itok=i96ox-ml,Eau de parfum,Fleurie;Musquée,2020,Thierry Wasser,"Patchouli Ardent, une nouveautée dans la collection Absolus d'Orient de Guerlain","Patchouli Ardent, une nouveautée dans la collection Absolus d'Orient de GuerlainQue ce soit à travers des rencontres, des émotions, des voyages ou des sensations, les parfumeurs tâchent de faire de chaque chose une source d'inspiration. Or, chez Guerlain, rien n'a jamais été plus inspirant que la partie orientale du globe.",Figue;Poivre noir;Poivre Rose,Cèdre;Rose;Patchouli,Musc;Cuir
So Scandal !,https://www.olfastory.com/parfum/so-scandal,Jean-Paul Gaultier,Eau de parfum,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/so-scandal-eau-de-parfum-jean-paul-gaultier.jpg?itok=Zb5X2h_u,Eau de parfum,Fruitée,2020,Fabrice Pellegrin;Daphné Bugey,Un nouveau Scandal au coeur de la maison Jean-Paul Gaultier,"Un nouveau Scandal au coeur de la maison Jean-Paul GaultierQui mieux que Jean-Paul Gaultier pour surprendre le public, atterrir là où on ne l'attend pas et confectionner des créations Haute Couture toutes plus audacieuses les unes que les autres ? C'est donc en parfait accord avec cette ligne de conduite qu'il a confectionné le parfum féminin Scandal, par un beau jour de 2017.",Framboise;Tubéreuse,Fleur d'Oranger,Lait chaud;Jasmin
Aqua Allegoria Orange Soleia,https://www.olfastory.com/parfum/aqua-allegoria-orange-soleia,Guerlain,Eau de toilette,2020,Femme,Hespéridée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/aqua-allegoria-orange-soleia-eau-de-toilette-guerlain.jpg?itok=tyU5n7nn,Eau de toilette,Fruitée,2020,Thierry Wasser,Orange Soleia fait son apparition dans la collection Aqua Allegoria de Guerlain,"Orange Soleia fait son apparition dans la collection Aqua Allegoria de GuerlainCela fait près de deux siècles que la marque Guerlain se consacre corps et âme à la parfumerie. Actuellement, les créations de parfum de Guerlain doivent leur existence au parfumeur Thierry Wasser.",Poivre Rose;Orange;Bergamote,Petitgrain;Menthe,Musc;Fève tonka
Aqua Allegoria Granada Salvia,https://www.olfastory.com/parfum/aqua-allegoria-granada-salvia,Guerlain,Eau de toilette,2020,Femme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/aqua-allegoria-granada-salvia-eau-de-toilette-guerlain.jpg?itok=iLhEAHI6,Eau de toilette,Fruitée,2020,Thierry Wasser,Granada Salvia : Une nouveautée qui fait son apparition dans la collection Aqua Allegoria de Guerlain,"Granada Salvia : Une nouveautée qui fait son apparition dans la collection Aqua Allegoria de GuerlainDepuis maintenant deux siècles, la maison Guerlain consacre tout son savoir-faire et son amour des plus belles matières premières à la parfumerie. Actuellement orchestré par le parfumeur Thierry Wasser, le rayon parfums de Guerlain n'a rien perdu de sa superbe et de sa splendeur d'autrefois.",Bergamote;Citron;Cassis,Rose;Sauge sclarée;Cyprès;Grenade,Patchouli;Muscs blancs;Mousse d'arbre
Narciso Ambrée,https://www.olfastory.com/parfum/narciso-ambree,Narciso Rodriguez,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/narciso-eau-de-parfum-ambree.jpg?itok=Arbp0dk7,Eau de parfum,Fleurie,2020,Aurélien Guichard,Narciso Ambrée : La nouvelle eau de parfum de Narciso Rodriguez,"Narciso Ambrée : La nouvelle eau de parfum de Narciso RodriguezL'univers de Narciso Rodriguez est unique en son genre. Ce grand couturier a toujours fait de la sensualité et de la féminité sa principale source d'inspiration. À cela, il ajoute toujours une forte dose de romantisme et de poésie, donnant naissance à des créations au pouvoir universel très fort.",Ylang-Ylang;Frangipanier,Ambre;Musc,Bois de Cachemire;Vanille;Cèdre
Girls Can Be Crazy,https://www.olfastory.com/parfum/girls-can-be-crazy,Zadig & Voltaire,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/girls-can-be-crazy-eau-de-parfum-zadig-voltaire.jpg?itok=iTc9ug-u,Eau de parfum,Gourmande,2020,Quentin Bisch,Girls Can Be Crazy : Une nouvelle eau de parfum chez Zadig & Volaire un peu plus extraverti,"Girls Can Be Crazy : Une nouvelle eau de parfum chez Zadig & Volaire un peu plus extravertiCélèbre aux quatre coins du globe pour son élégance naturelle mais décontractée, la maison Zadig & Voltaire s'affiche comme étant l'une des enseignes les plus tendance du moment.",Poire,Jasmin;Fève tonka,Patchouli;Musc;Vanille;Santal
Bella Vita,https://www.olfastory.com/parfum/bella-vita,Guess,Eau de parfum,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/bella-vita-eau-de-parfum-guess.jpg?itok=2QwC3L3h,Eau de parfum,Fruitée;Gourmande,2020,Inconnu,"Bella Vita, le nouveau parfum Guess plein de gourmandise","Bella Vita, le nouveau parfum Guess plein de gourmandiseGuess possède un nom américain. Pourtant, il s'agit bien d'une marque typiquement française, qui puise sa source dans la région méditerranéenne. En effet, ses créateurs sont d'origine marocaine et ont grandi à Marseille.",Cassis;Cerise;Citron,Orchidée;Jasmin;Tubéreuse,Musc;Praline;Fève tonka
Eau De Rochas Escapade Exotique,https://www.olfastory.com/parfum/eau-de-rochas-escapade-exotique-0,Rochas,Eau de toilette,2019,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/eau-de-rochas-escapade-exotique-eau-de-toilette.jpg?itok=V-HeQqq8,Eau de toilette,Fruitée,2019,Inconnu,Une Escapade Exotique avec la nouvelle Eau de Rochas,"Une Escapade Exotique avec la nouvelle Eau de RochasL’Eau de Rochas est née en 1970 grâce au parfumeur Nicolas Mamounas. Depuis toujours, ce parfum évoque l'air limpide du bord de mer, tout en symbolisant un style de vie dynamique et raffiné. Symbole de la vie au grand air et de l'évasion, l’Eau de Rochas nous livre un bonheur simple et à portée de tous.",Orange;Cassis;Pomme,Pastèque;Jasmin;Melon,Ambroxan;Musc;Cèdre
Shalimar Série Limitée 2020,https://www.olfastory.com/parfum/shalimar-serie-limitee-2020,Guerlain,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/shalimar-eau-de-parfum-edition-limite-2020-guerlain.jpg?itok=0O7dEj8z,Eau de parfum,Fleurie,2020,Inconnu,Shalimar eau de parfum édition limitée 2020 : Un falcon élégant pour un parfum puissant.,"Shalimar eau de parfum édition limitée 2020 : Un falcon élégant pour un parfum puissant.Pour donner naissance à de riches compositions et pour se renouveler sans cesse, les parfumeurs n'hésitent pas à parcourir la planète tout entière. Or, c'est précisément en Inde que la famille Guerlain trouva l'une de ses plus belles idées, créant alors, en 1925, l'un des plus grands parfums de la planète.",Citron;Cèdre;Mandarine;Agrumes;Bergamote,Rose;Vétiver;Patchouli;Jasmin;Iris,Musc;Opopanax;Santal;Cuir;Vanille;Civette;Encens;Fève tonka
Irrésistible,https://www.olfastory.com/parfum/irresistible,Givenchy,Eau de parfum,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/irresistible-eau-de-parfum-givenchy_1.jpg?itok=uxlanj7-,Eau de parfum,Fruitée,2020,Inconnu,"Irrésistible, le nouveau parfum très fruitée de Givenchy","Irrésistible, le nouveau parfum très fruitée de GivenchyLa parfumerie féminine est un vaste univers au sein duquel surgissent très fréquemment de nombreuses nouveautés. Or, chez Givenchy, l'année 2020 s'annonce particulièrement marquante.",Ambrette;Poire,Iris;Rose,Musc;Cèdre
Amor Amor Love Festival,https://www.olfastory.com/parfum/amor-amor-love-festival,Cacharel,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/amor-amor-love-festival-eau-de-toilette-cacharel.jpg?itok=SzAx1r5f,Eau de toilette,Fruitée,2020,Inconnu,Amor Amor Festival : le nouveau parfum estival de cacharel,"Amor Amor Festival : le nouveau parfum estival de cacharelParfois, l'amour ne prévient pas. Il sonne à notre porte alors même que nous ne l'attendions plus. Chez Cacharel, il est arrivé en 2003, pour faire naître l'un des parfums les plus célèbres de toute la parfumerie féminine.",Bourgeon de cassis;Pamplemousse,Rose;Jasmin;Muguet,Cèdre;Musc;Vanille
Light Blue Love Is Love Pour Femme,https://www.olfastory.com/parfum/light-blue-love-love-pour-femme,Dolce & Gabbana,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/light-blue-love-is-love-eau-de-toilette-pour-femme-dolce-gabbana.jpg?itok=KFAnUFLU,Eau de toilette,Boisée;Musquée,2020,Inconnu,"Light Blue Love Is Love, le nouveau parfum très fruité de Dolce & Gabbana","Light Blue Love Is Love, le nouveau parfum très fruité de Dolce & GabbanaLa maison Dolce & Gabbana est le fruit de deux créateurs italiens :  Domenico Dolce et Stefano Gabbana. Ensemble, ils ont bâti un véritable empire du luxe mais n'en ont pourtant jamais oublié leurs origines italiennes.",Fruits Rouges;Pomme;Citron,Framboise;Jasmin,Musc;Ambre;Cèdre
Her London Dream,https://www.olfastory.com/parfum/her-london-dream,Burberry,Eau de parfum,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/burberry-her-london-dream-eau-de-parfum.jpg?itok=5nuiu_zU,Eau de parfum,Fruitée,2020,Inconnu,Inconnu,"Burberry est née à quelques kilomètres seulement de Londres, grâce à Thomas Burberry, inventeur de la célèbre gabardine et du trench Burberry. Depuis lors, l'enseigne portant son nom ne rate pas une occasion de mettre en avant ses origines britanniques.",Citron;Gingembre,Pivoine;Rose,Musc;Ambre
Mon Guerlain Bloom Of Rose,https://www.olfastory.com/parfum/bloom-rose,Guerlain,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/bloom-of-rose-eau-de-parfum-guerlain.jpg?itok=wM_UK0ar,Eau de parfum,Fleurie,2020,Thierry Wasser;Delphine Jelk,Bloom Of Rose eau de parfum : Le nouveau Mon Guerlain aux allures très sensuelles,"Bloom Of Rose eau de parfum : Le nouveau Mon Guerlain aux allures très sensuellesGuerlain est l'une des plus prestigieuses entreprises françaises, qui véhicule depuis de nombreuses décennies l'image du savoir-faire de notre pays à travers le monde entier.",Rose;Bergamote;Poire,Rose;Jasmin;Lavande,Santal;Patchouli;Vanille
Wanted Girl Tonic,https://www.olfastory.com/parfum/wanted-girl-tonic,Azzaro,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/wanted-girl-tonic-eau-de-toilette-azzaro.jpg?itok=fFp27Bd7,Eau de toilette,Fruitée,2020,Inconnu,"Wanted Girl Tonic, la nouvelle eau de toilette Azzaro","Wanted Girl Tonic, la nouvelle eau de toilette AzzaroAzzaro Wanted est né en 2016, des mains du parfumeur Fabrice Pellegrin. Ce parfum masculin se caractérisait par sa fraîcheur boisée et légèrement épicée. Il nous livrait également le portrait d'un homme ambitieux, n'hésitant pas à brûler la vie par les deux bouts et à se jouer de son destin.",Kiwi;Gingembre,Datura,Bambou;Fève tonka
Ombre Des Merveilles,https://www.olfastory.com/parfum/ombre-des-merveilles,Hermès,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/ombre-des-merveilles-eau-de-parfum-hermes.jpg?itok=M-TFL7I8,Eau de parfum,Boisée,2020,Christine Nagel,L'Ombre des merveilles : La nouvelle eau de parfum Hermes,"L'Ombre des merveilles : La nouvelle eau de parfum HermesPour confectionner son emblématique Eau des Merveilles, en 2004, la maison Hermès n'a pas eu à aller chercher l'inspiration bien loin… L'enseigne s'est simplement plongée dans son propre univers, en contemplant les plus belles pièces de sa collection.",Thé Noir,Encens,Fève tonka
Girl Of Now Shine,https://www.olfastory.com/parfum/girl-now-shine,Elie Saab,Eau de parfum,2018,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/girl-of-now-shine-eau-de-parfum-elie-saab.jpg?itok=6KHRsiIX,Eau de parfum,Fleurie,2018,Sophie Labbé;Dominique Ropion,Girl Of Now Shine : Le nouveau parfum d'Elie Saab gorgé de soleil,Girl Of Now Shine : Le nouveau parfum d'Elie Saab gorgé de soleilElie Saab est un styliste libanais qui a toujours poursuivi son rêve : celui de devenir l'une des plus illustres figures de la mode mondiale.,Pistache;Ananas;Poire;Mandarine,Jasmin;Ylang-Ylang;Fleur d'Oranger;Amande amère,Iris;Patchouli;Vanille
Girl Of Now Forever,https://www.olfastory.com/parfum/girl-now-forever,Elie Saab,Eau de parfum,2019,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/girl-of-now-forever-eau-de-parfum-elie-saab.jpg?itok=Vxik5pxr,Eau de parfum,Fruitée,2019,Dominique Ropion,Girl Of Now Forever : La nouvelle eau de parfum très fleurie de Elie Saab,"Girl Of Now Forever : La nouvelle eau de parfum très fleurie de Elie SaabDe Paris à Tokyo, de Séoul à New York en passant par Londres et Dubaï, Elie Saab fait défiler ses mannequins sur les plus grands podiums de la planète. Or, c'est précisément en pensant à la star de son catwalk qu’il a élaboré le parfum Girl of Now, en 2017.",Framboise;Citron,Fleur d'Oranger;Amande;Rose;Cassis,Vanille;Musc;Bois de Cachemire;Patchouli
Heures D'Absence,https://www.olfastory.com/parfum/heures-dabsence,Louis Vuitton,Eau de parfum,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/heures-dabsence-louis-vuitton.jpg?itok=s2Cw0Y3D,Eau de parfum,Boisée;Musquée,2020,Jacques Cavallier,"Heures D'Absence, le nouveau parfum de Louis Vuitton","Heures D'Absence, le nouveau parfum de Louis VuittonLe 27 février 2020, la maison Louis Vuitton a décidé de remettre au goût du jour l'une de ses plus anciennes fragrances, conçue en 1927. En réalité, pour ne rien vous cacher, sa formule d'origine a totalement été oubliée et il s'agit bien d'un parfum inédit.",Rose;Jasmin,Pittosporum;Framboise;Mimosa,Musc;Santal;Vanille
Mon Paris Floral In Love Editon Collector 2020,https://www.olfastory.com/parfum/mon-paris-floral-love-editon-collector-2020,Yves Saint Laurent,Eau de parfum,2020,Femme,Chyprée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/mon-paris-floral-in-love-eau-de-parfum-collector-2020-yves-saint-laurent.jpg?itok=0Y_8126x,Eau de parfum,Fleurie,2020,Inconnu,"Mon Paris Floral, une éditon collector qui va vous rendre totalement ""In Love""","Mon Paris Floral, une éditon collector qui va vous rendre totalement ""In Love""Yves Saint-Laurent a rapidement fait de Paris sa ville d'adoption. Il y a passé le plus clair de son temps, tant pour des raisons professionnelles que personnelles. C'est à Paris qu'il rencontra l'amour et qu'il se fit un nom dans l'univers de la Haute Couture.",Bergamote;Poire;Pêche;Framboise,Datura;Jasmin;Fleur d'Oranger;Magnolia;Pivoine,Patchouli;Musc;Bois de Cachemire
L'Interdit Edition Couture 2020,https://www.olfastory.com/parfum/linterdit-edition-couture-2020,Givenchy,Eau de parfum,2020,Femme,Chyprée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/linterdit-eau-de-parfum-edition-couture-2020-givenchy.jpg?itok=EZgZ1Qtt,Eau de parfum,Fleurie,2020,Dominique Ropion;Anne Flipo;Fanny Bal,"L'Interdit eau de parfum édition couture, encore plus sensuel pour l'année 2020","L'Interdit eau de parfum édition couture, encore plus sensuel pour l'année 2020La parfumerie a le don de nous plonger dans les histoires personnelles des parfumeurs. Les parfums sont capables de nous faire voyager à travers les époques ou par-delà les frontières, en l'espace de quelques secondes seulement.",Poire;Bergamote,Jasmin;Tubéreuse;Fleur d'Oranger,Vanille;Ambroxan;Patchouli;Vétiver
Alien Mirage,https://www.olfastory.com/parfum/alien-mirage,Thierry Mugler,Eau de toilette,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/alien-mirage-eau-de-toilette-thierry-mugler.jpg?itok=sh3N35EX,Eau de toilette,Fleurie,2020,Inconnu,Alien Mirage : La nouvelle eau de toilette très fleurie de Thierry Mugler,"Alien Mirage : La nouvelle eau de toilette très fleurie de Thierry MuglerEn 2019, le parfum Alien de Thierry Mugler avait largement fait parler de lui, en présentant sa nouvelle égérie : la mannequin britannique Jourdan Dunn.",Notes Minérales;Poivre Rose,Lotus,Ambre;Cyprès
La Vie Est Belle Intensément,https://www.olfastory.com/parfum/la-vie-est-belle-intensement,Lancôme,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/la-vie-est-belle-intensement-eau-de-parfum-intense-lancome.jpg?itok=4bq_XRyD,Eau de parfum,Fleurie,2020,Inconnu,La Vie Est Belle Itensément : La nouvelle eau de parfum intense pour femme de Lancôme,"La Vie Est Belle Itensément : La nouvelle eau de parfum intense pour femme de LancômeLancôme a toujours entretenu une relation particulière avec ses clientes. Pour la marque, seul compte un lien profond et sincère, toujours riche d'émotions. Or, c'est précisément toute cette authenticité qui ressurgit de la collection La Vie Est Belle.",Framboise;Poivre Rose;Bergamote,Héliotrope;Fleur d'Oranger;Jasmin,Benjoin;Santal;Vanille;Patchouli;Iris
Alive,https://www.olfastory.com/parfum/alive,Hugo Boss,Eau de parfum,2020,Femme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/boss-alive-eau-de-parfum.jpg?itok=IXYUwilG,Eau de parfum,Aromatique,2020,Annick Menardo,Alive : Le nouveau parfum audacieux d'Hugo Boss,"Alive : Le nouveau parfum audacieux d'Hugo BossChaque année, nombreux sont les nouveaux parfums à voir le jour. Or, l'année 2020 n'est pas en reste, notamment pour la maison Hugo Boss… Depuis la sortie du précédent Boss The Scent For Her en 2016, nous l'attendions avec impatience.",Vanille;Cannelle;Prune;Cassis;Pomme,Thym;Jasmin,Notes Boisées;Santal;Cèdre
Mon Paris Intensément,https://www.olfastory.com/parfum/mon-paris-intensement,Yves Saint Laurent,Eau de parfum,2020,Femme,Chyprée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/mon-paris-intensement-eau-de-parfum-intense-yves-saint-laurent.jpg?itok=LS3A7kJG,Eau de parfum,Fleurie,2020,Olivier Cresp;Dora Baghriche;Harry Frémont,"Yves Saint Laurent célébre l'amour dans son nouveau parfum, Mon Paris Intensément","Yves Saint Laurent célébre l'amour dans son nouveau parfum, Mon Paris IntensémentCréé en 2016, le parfum Mon Paris évoque tout l'amour du couturier Yves Saint-Laurent pour que notre belle capitale. Parce que c'est en ce lieu qu'il trouvait l'inspiration tout au long de sa carrière, la marque portant son nom décida d'en faire une fragrance.",Bergamote;Poire,Framboise;Cassis,Orange;Datura
Gucci Guilty Pour Femme,https://www.olfastory.com/parfum/gucci-guilty-pour-femme,Gucci,Eau de parfum,2019,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/gucci-gulty-pour-femme-eau_de_parfum.jpg?itok=6YK9vj7d,Eau de parfum,Fleurie,2019,Inconnu,"Gucci Gulty, une nouvelle eau de parfum sensuelle et rebelle","Gucci Gulty, une nouvelle eau de parfum sensuelle et rebelleNé en 1881, à Florence, Guccio Gucci était le fils d'un maroquinier. Il décida de s'installer à Paris puis à Londres, et lançant ensuite sa propre entreprise d'accessoires de mode et de maroquinerie, en s'inspirant des différentes influences de ces trois pays.",Mandarine;Bergamote;Poivre Rose,Lilas;Violette;Rose;Géranium,Ambre;Patchouli
La Petite Robe Noire So Frenchy Eau De Toilette 2020,https://www.olfastory.com/parfum/la-petite-robe-noire-so-frenchy-eau-de-toilette-2020,Guerlain,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/la-petie-robe-noire-so-frenchy-eau-de-toilette-edition-limitee-guerlain.jpg?itok=EcJhnVXz,Eau de toilette,Fruitée,2020,Thierry Wasser,Guerlain opte pour un style plus Frenchy pour La Petite Robe Noire eau de toilette,"Guerlain opte pour un style plus Frenchy pour La Petite Robe Noire eau de toiletteIcône absolue de la parfumerie et porte étendard de Guerlain depuis 2012, La Petite Robe Noire n'en finit plus de faire parler d'elle. Dévoiléd pour la toute première fois dans la boutique des Champs-Élysées de Guerlain, La Petite Robe Noire véhicule l'image de l'élégance à la française à travers le monde.",Note verte;Rose;Jasmin,Cassis;Pomme;Néroli;Cerise,Muscs blancs;Ambre;Patchouli
La Petite Robe Noire So Frenchy Eau De Parfum 2020,https://www.olfastory.com/parfum/la-petite-robe-noire-so-frenchy-eau-de-parfum-2020,Guerlain,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/petite-robe-noire-so-frenchy-eau-de-parfum-edition-limitee-guerlain.jpg?itok=M5zLhnKv,Eau de parfum,Gourmande,2020,Thierry Wasser,Guerlain relook La Petite Robe Noire dans un thème Frenchy,"Guerlain relook La Petite Robe Noire dans un thème FrenchyTout commença en 2009, lorsque Delphine Jelk élabora un parfum nommé La Petite Robe Noire. Il s'agissait alors d'une essence exclusivement dédiée à la boutique Guerlain, située sur les Champs-Élysées. Cependant, l'enseigne constata rapidement l'amour du public pour cette essence.",Bergamote;Cerise;Amande;Fruits Rouges,Rose;Thé;Rose;Réglisse,Iris;Vanille;Patchouli;Anis;Fève tonka
The Only One Intense,https://www.olfastory.com/parfum/only-one-intense,Dolce & Gabbana,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/the-only-one-eau-de-parfum-intense-dolce-gabbana.jpg?itok=fCAKYW-j,Eau de parfum,Fleurie,2020,Violaine Collas,The Only One Intense : le nouveau parfum très séduisant de Docle & Gabbana,"The Only One Intense : le nouveau parfum très séduisant de Docle & GabbanaLa maison Dolce & Gabbana possède un catalogue de parfums bien fourni, qui se structure autour de quatre grandes lignes principales, à savoir Dolce & Gabbana, Dolce, Light Blue et The One.",Néroli;Pomme;Mandarine,Noix de coco;Jasmin;Fleur d'Oranger,Bois de Cachemire;Cèdre;Vanille
Dolce Shine,https://www.olfastory.com/parfum/dolce-shine,Dolce & Gabbana,Eau de parfum,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/dolce-shine-eau-de-parfum-dolce-gabbana.jpg?itok=YVB8_K8a,Eau de parfum,Fruitée,2020,Marie Salamagne,Dolce Shine : Le nouveau parfum aux odeurs d'été de Dolce & Gabbana,"Dolce Shine : Le nouveau parfum aux odeurs d'été de Dolce & GabbanaDomenico Dolce & Stefano Gabbana sont deux créateurs qui ont conquis le cœur de la planète toute entière, tout en restant très fiers de leurs origines italiennes. Ainsi, ils ne ratent pas une occasion de mettre en avant leurs origines méditerranéennes.",Coing;Pamplemousse;Mangue,Tubéreuse;Fleur d'Oranger;Jasmin,Muscs blancs;Santal;Bois
Angel Eau Croisière 2020,https://www.olfastory.com/parfum/angel-eau-croisiere-2020,Thierry Mugler,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/angel-eau-croisiere-2020-eau-de-toilette-thierry-mugler.jpg?itok=HO36l8A_,Eau de toilette,Fruitée,2020,Inconnu,La nouvelle fragrance Angel Eau Croisière,La nouvelle fragrance Angel Eau CroisièreLe ciel et les étoiles sont un univers magique et onirique qui a toujours fasciné le créateur Thierry Mugler. C'est donc tout naturellement qu'il décida de faire de cet astre l'emblème de sa marque.,Figue;Magnolia,Patchouli,Vanille;Praline
Flowerbomb Dew,https://www.olfastory.com/parfum/flowerbomb-dew,Viktor & Rolf,Eau de parfum,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/flowerbomb-dew-eau-de-parfum-victor-rolph.jpg?itok=9c_UJRPK,Eau de parfum,Fleurie,2020,Inconnu,Flowerbomb Dew : Le nouveau parfum Viktor & Rolf,"Flowerbomb Dew : Le nouveau parfum Viktor & RolfFlowerbomb est un parfum incontournable de la maison Viktor & Rolf. Tout d'abord, c'est lui qui a marqué le lancement de l'enseigne dans l'univers de la parfumerie, en 2005.",Ambrette;Bergamote;Poire,Rose;Iris,Héliotrope;Bois de Cachemire;Muscs blancs
